0.000000000000000000e+00,1.000000000000000021e-02
1.000000000000000000e+00,6.750000000000000444e-02
2.000000000000000000e+00,9.030000000000000526e-02
3.000000000000000000e+00,6.930000000000000049e-02
4.000000000000000000e+00,6.679999999999999827e-02
5.000000000000000000e+00,1.150000000000000050e-01
6.000000000000000000e+00,6.550000000000000266e-01
7.000000000000000000e+00,1.459999999999999909e-01
8.000000000000000000e+00,1.519999999999999962e-01
9.000000000000000000e+00,1.000000000000000056e-01
1.000000000000000000e+01,7.199999999999999456e-02
1.100000000000000000e+01,7.199999999999999456e-02
1.200000000000000000e+01,7.199999999999999456e-02
1.300000000000000000e+01,7.199999999999999456e-02
1.400000000000000000e+01,7.199999999999999456e-02
1.500000000000000000e+01,7.199999999999999456e-02
1.600000000000000000e+01,7.199999999999999456e-02
1.700000000000000000e+01,7.199999999999999456e-02
